Province,Year,Projected Precip,Projected Temp
Piemonte,2067,951.86,12.17
Piemonte,2068,990.71,12.33
Piemonte,2069,956.7,12.45
Piemonte,2070,983.33,12.2
Piemonte,2071,1012.65,12.18
Piemonte,2072,1011.31,11.89
Piemonte,2073,1052.5,11.93
Piemonte,2074,877.77,12.27
Piemonte,2075,1034.2,12.59
Piemonte,2076,961.88,12.56
Piemonte,2077,961.35,12.44
Piemonte,2078,851.49,12.43
Piemonte,2079,891.57,12.89
Piemonte,2080,958.23,12.84
Piemonte,2081,897.38,12.79
Piemonte,2082,874.49,12.84
Piemonte,2083,933.19,12.71
Piemonte,2084,971.65,12.8
Piemonte,2085,1005.63,12.87
Piemonte,2086,906.12,12.93
Piemonte,2087,942.24,13.31
Piemonte,2088,949.03,12.99
Piemonte,2089,991.58,13.26
Piemonte,2090,872.48,13.24
Piemonte,2091,872.89,13.17
Piemonte,2092,969.18,12.95
Piemonte,2093,926.2,12.97
Piemonte,2094,982.99,13.42
Piemonte,2095,894.53,13.13
Piemonte,2096,1015.6,13.12
Piemonte,2097,867.04,13.2
Piemonte,2098,990.04,13.11
Piemonte,2099,938.77,13.26
Piemonte,2100,990.82,13.12
Sardegna,2006,399.17,17.13
Sardegna,2007,434.81,17.09
Sardegna,2008,405.2,17.0
Sardegna,2009,471.8,17.12
Sardegna,2010,468.48,16.98
Sardegna,2011,426.7,17.19
Sardegna,2012,472.68,17.02
Sardegna,2013,377.87,16.94
Sardegna,2014,453.8,17.1
Sardegna,2015,406.06,17.24
Sardegna,2016,449.36,17.29
Sardegna,2017,401.08,17.17
Sardegna,2018,374.2,17.11
Sardegna,2019,414.94,17.35
Sardegna,2020,434.0,17.1
Sardegna,2021,431.08,17.39
Sardegna,2022,413.27,17.41
Sardegna,2023,433.18,17.35
Sardegna,2024,439.25,17.29
Sardegna,2025,421.86,17.25
Sardegna,2026,393.29,17.46
Sardegna,2027,403.4,17.19
Sardegna,2028,434.01,17.3
Sardegna,2029,394.7,17.4
Sardegna,2030,409.91,17.31
Sardegna,2031,384.57,17.49
Sardegna,2032,415.38,17.1
Sardegna,2033,357.05,17.62
Sardegna,2034,458.35,17.41
Sardegna,2035,373.11,17.54
Sardegna,2036,422.86,17.38
Sardegna,2037,394.97,17.68
Sardegna,2038,466.25,17.69
Sardegna,2039,423.76,17.7
Sardegna,2040,400.29,17.55
Sardegna,2041,402.12,17.78
Sardegna,2042,403.76,17.74
Sardegna,2043,448.27,17.91
Sardegna,2044,423.57,17.82
Sardegna,2045,434.35,17.87
Sardegna,2046,344.63,17.76
Sardegna,2047,464.55,17.97
Sardegna,2048,440.14,17.92
Sardegna,2049,410.58,17.73
Sardegna,2050,389.82,17.74
Sardegna,2051,383.81,17.95
Sardegna,2052,399.74,18.22
Sardegna,2053,404.44,17.99
Sardegna,2054,414.66,18.18
Sardegna,2055,461.93,18.16
Sardegna,2056,448.6,18.29
Sardegna,2057,441.14,18.34
Sardegna,2058,383.03,18.35
Sardegna,2059,395.17,18.1
Sardegna,2060,388.05,18.33
Sardegna,2061,415.61,18.38
Sardegna,2062,421.26,18.13
Sardegna,2063,428.21,18.07
Sardegna,2064,417.98,18.38
Sardegna,2065,423.56,18.4
Sardegna,2066,426.97,18.39
Sardegna,2067,420.34,18.31
Sardegna,2068,442.91,18.6
Sardegna,2069,405.13,18.75
Sardegna,2070,369.02,18.48
Sardegna,2071,392.66,18.37
Sardegna,2072,433.27,18.27
Sardegna,2073,458.78,18.14
Sardegna,2074,376.79,18.53
Sardegna,2075,409.49,18.8
Sardegna,2076,413.7,18.9
Sardegna,2077,388.49,18.8
Sardegna,2078,325.75,18.8
Sardegna,2079,386.32,18.9
Sardegna,2080,364.08,18.71
Sardegna,2081,359.68,18.95
Sardegna,2082,360.54,18.99
Sardegna,2083,343.98,18.94
Sardegna,2084,450.8,18.84
Sardegna,2085,404.04,19.0
Sardegna,2086,364.46,19.03
Sardegna,2087,388.92,19.2
Sardegna,2088,381.35,19.13
Sardegna,2089,384.93,19.28
Sardegna,2090,440.56,19.26
Sardegna,2091,368.47,19.21
Sardegna,2092,426.75,19.13
Sardegna,2093,409.41,19.18
Sardegna,2094,372.72,19.44
Sardegna,2095,369.74,19.16
Sardegna,2096,436.39,18.93
Sardegna,2097,444.27,19.25
Sardegna,2098,403.52,19.07
Sardegna,2099,404.68,19.35
Sardegna,2100,407.74,19.33
Sicilia,2006,388.28,18.76
Sicilia,2007,392.77,18.72
Sicilia,2008,329.45,18.58
Sicilia,2009,385.15,18.75
Sicilia,2010,356.4,18.66
Sicilia,2011,394.4,18.77
Sicilia,2012,402.24,18.62
Sicilia,2013,368.81,18.53
Sicilia,2014,350.44,18.74
Sicilia,2015,357.95,18.78
Sicilia,2016,331.81,18.95
Sicilia,2017,382.36,18.9
Sicilia,2018,366.66,18.75
Sicilia,2019,350.02,19.03
Sicilia,2020,374.69,18.76
Sicilia,2021,356.07,19.02
Sicilia,2022,386.99,19.04
Sicilia,2023,449.42,19.08
Sicilia,2024,390.93,18.95
Sicilia,2025,332.44,18.81
Sicilia,2026,344.41,19.16
Sicilia,2027,336.44,18.89
Sicilia,2028,337.91,19.04
Sicilia,2029,321.24,19.09
Sicilia,2030,376.11,18.91
Sicilia,2031,351.97,19.11
Sicilia,2032,411.81,18.77
Sicilia,2033,317.39,19.15
Sicilia,2034,401.72,19.15
Sicilia,2035,299.32,19.35
Sicilia,2036,341.11,19.15
Sicilia,2037,345.94,19.1
Sicilia,2038,407.79,19.36
Sicilia,2039,373.43,19.41
Sicilia,2040,340.95,19.27
Sicilia,2041,339.58,19.32
Sicilia,2042,334.14,19.35
Sicilia,2043,399.74,19.48
Sicilia,2044,360.92,19.5
Sicilia,2045,410.83,19.55
Sicilia,2046,299.28,19.44
Sicilia,2047,418.36,19.62
Sicilia,2048,381.48,19.61
Sicilia,2049,366.6,19.52
Sicilia,2050,356.13,19.47
Sicilia,2051,315.42,19.59
Sicilia,2052,366.67,19.85
Sicilia,2053,333.3,19.62
Sicilia,2054,384.37,20.04
Sicilia,2055,355.33,19.82
Sicilia,2056,333.29,19.9
Sicilia,2057,385.43,19.91
Sicilia,2058,295.35,19.85
Sicilia,2059,329.15,19.76
Sicilia,2060,357.22,19.91
Sicilia,2061,373.94,19.92
Sicilia,2062,338.13,19.94
Sicilia,2063,302.56,19.72
Sicilia,2064,342.12,19.99
Sicilia,2065,345.14,20.06
Sicilia,2066,416.1,19.91
Sicilia,2067,387.81,20.05
Sicilia,2068,386.2,20.24
Sicilia,2069,392.03,20.2
Sicilia,2070,326.31,20.26
Sicilia,2071,366.44,20.08
Sicilia,2072,385.72,20.02
Sicilia,2073,368.13,19.93
Sicilia,2074,347.98,20.21
Sicilia,2075,305.22,20.54
Sicilia,2076,336.75,20.55
Sicilia,2077,313.03,20.51
Sicilia,2078,310.22,20.47
Sicilia,2079,304.83,20.62
Sicilia,2080,307.17,20.36
Sicilia,2081,338.57,20.52
Sicilia,2082,310.81,20.64
Sicilia,2083,313.19,20.66
Sicilia,2084,328.92,20.58
Sicilia,2085,341.89,20.59
Sicilia,2086,282.87,20.71
Sicilia,2087,320.1,20.92
Sicilia,2088,310.98,20.71
Sicilia,2089,391.62,20.85
Sicilia,2090,339.95,20.97
Sicilia,2091,305.63,20.73
Sicilia,2092,331.23,20.78
Sicilia,2093,352.53,20.89
Sicilia,2094,331.65,21.17
Sicilia,2095,288.83,20.83
Sicilia,2096,340.31,20.67
Sicilia,2097,353.3,20.85
Sicilia,2098,352.78,20.76
Sicilia,2099,350.83,21.03
Sicilia,2100,339.73,20.97
Toscana,2006,715.25,15.45
Toscana,2007,737.18,15.55
Toscana,2008,708.52,15.4
Toscana,2009,794.82,15.68
Toscana,2010,785.16,15.46
Toscana,2011,731.08,15.58
Toscana,2012,715.43,15.37
Toscana,2013,718.36,15.23
Toscana,2014,708.34,15.52
Toscana,2015,705.63,15.73
Toscana,2016,743.75,15.79
Toscana,2017,768.69,15.6
Toscana,2018,730.54,15.63
Toscana,2019,784.56,15.74
Toscana,2020,754.04,15.53
Toscana,2021,755.32,15.86
Toscana,2022,672.71,15.91
Toscana,2023,741.34,15.84
Toscana,2024,722.6,15.68
Toscana,2025,661.52,15.82
Toscana,2026,693.7,16.02
Toscana,2027,694.0,15.7
Toscana,2028,731.92,15.61
Toscana,2029,639.71,15.82
Toscana,2030,700.67,15.83
Toscana,2031,666.91,15.99
Toscana,2032,741.9,15.61
Toscana,2033,611.43,16.08
Toscana,2034,743.38,15.97
Toscana,2035,657.65,16.1
Toscana,2036,760.96,15.96
Toscana,2037,705.72,16.1
Toscana,2038,662.89,16.14
Toscana,2039,725.4,16.37
Toscana,2040,725.72,16.1
Toscana,2041,726.75,16.27
Toscana,2042,707.14,16.27
Toscana,2043,710.48,16.64
Toscana,2044,655.84,16.15
Toscana,2045,750.46,16.38
Toscana,2046,667.74,16.39
Toscana,2047,765.16,16.79
Toscana,2048,733.44,16.7
Toscana,2049,698.03,16.32
Toscana,2050,664.51,16.21
Toscana,2051,666.35,16.51
Toscana,2052,774.58,16.7
Toscana,2053,694.48,16.59
Toscana,2054,707.99,16.64
Toscana,2055,718.89,16.8
Toscana,2056,706.22,16.85
Toscana,2057,698.88,16.97
Toscana,2058,633.96,16.89
Toscana,2059,671.78,16.72
Toscana,2060,738.44,16.83
Toscana,2061,686.83,16.87
Toscana,2062,746.4,16.75
Toscana,2063,761.92,16.58
Toscana,2064,709.89,16.95
Toscana,2065,754.39,16.86
Toscana,2066,728.84,17.03
Toscana,2067,736.41,16.98
Toscana,2068,677.95,17.29
Toscana,2069,669.22,17.34
Toscana,2070,712.26,17.13
Toscana,2071,695.81,17.04
Toscana,2072,734.15,16.82
Toscana,2073,761.99,16.77
Toscana,2074,645.66,17.11
Toscana,2075,705.48,17.38
Toscana,2076,703.64,17.42
Toscana,2077,691.71,17.44
Toscana,2078,627.8,17.24
Toscana,2079,640.6,17.74
Toscana,2080,651.55,17.38
Toscana,2081,646.58,17.8
Toscana,2082,610.31,17.74
Toscana,2083,658.59,17.54
Toscana,2084,723.56,17.62
Toscana,2085,676.26,17.77
Toscana,2086,687.34,17.77
Toscana,2087,666.84,17.98
Toscana,2088,702.93,17.81
Toscana,2089,705.19,17.89
Toscana,2090,687.08,18.07
Toscana,2091,618.95,17.99
Toscana,2092,762.54,17.85
Toscana,2093,658.28,17.81
Toscana,2094,702.69,18.24
Toscana,2095,605.26,17.94
Toscana,2096,756.89,17.85
Toscana,2097,676.03,18.03
Toscana,2098,708.61,17.93
Toscana,2099,657.83,18.18
Toscana,2100,716.24,17.91
Veneto,2006,857.27,13.82
Veneto,2007,865.24,14.14
Veneto,2008,868.73,13.92
Veneto,2009,902.72,14.3
Veneto,2010,931.79,14.16
Veneto,2011,895.67,14.09
Veneto,2012,880.47,13.84
Veneto,2013,850.23,13.49
Veneto,2014,843.91,13.95
Veneto,2015,816.66,14.32
Veneto,2016,917.74,14.27
Veneto,2017,945.64,14.12
Veneto,2018,929.95,13.92
Veneto,2019,1038.29,14.27
Veneto,2020,986.46,14.13
Veneto,2021,928.52,14.19
Veneto,2022,887.27,14.62
Veneto,2023,879.11,14.4
Veneto,2024,818.07,14.23
Veneto,2025,815.1,14.12
Veneto,2026,877.3,14.59
Veneto,2027,848.71,14.13
Veneto,2028,864.01,14.18
Veneto,2029,797.02,14.4
Veneto,2030,889.01,14.41
Veneto,2031,879.67,14.52
Veneto,2032,912.95,14.13
Veneto,2033,824.35,14.71
Veneto,2034,884.97,14.66
Veneto,2035,840.88,14.69
Veneto,2036,918.1,14.57
Veneto,2037,908.65,14.64
Veneto,2038,766.76,14.86
Veneto,2039,921.9,14.85
Veneto,2040,862.18,14.67
Veneto,2041,872.83,15.03
Veneto,2042,916.25,14.9
Veneto,2043,911.18,15.32
Veneto,2044,880.81,14.93
Veneto,2045,939.48,15.01
Veneto,2046,863.98,14.96
Veneto,2047,926.09,15.44
Veneto,2048,847.93,15.41
Veneto,2049,932.65,15.04
Veneto,2050,869.22,15.07
Veneto,2051,800.04,15.27
Veneto,2052,909.39,15.33
Veneto,2053,902.27,15.18
Veneto,2054,854.64,15.53
Veneto,2055,895.68,15.27
Veneto,2056,875.83,15.42
Veneto,2057,865.21,15.52
Veneto,2058,750.4,15.4
Veneto,2059,789.3,15.37
Veneto,2060,924.87,15.4
Veneto,2061,910.89,15.4
Veneto,2062,936.48,15.36
Veneto,2063,953.66,15.05
Veneto,2064,868.66,15.46
Veneto,2065,875.45,15.73
Veneto,2066,884.63,15.64
Veneto,2067,957.39,15.85
Veneto,2068,826.15,15.82
Veneto,2069,871.01,15.9
Veneto,2070,907.85,15.93
Veneto,2071,884.57,15.97
Veneto,2072,885.69,15.63
Veneto,2073,875.46,15.37
Veneto,2074,843.1,15.84
Veneto,2075,916.86,16.14
Veneto,2076,842.96,16.26
Veneto,2077,851.71,16.34
Veneto,2078,788.07,15.98
Veneto,2079,762.22,16.77
Veneto,2080,835.02,16.34
Veneto,2081,785.34,16.44
Veneto,2082,800.63,16.5
Veneto,2083,897.65,16.16
Veneto,2084,812.61,16.28
Veneto,2085,827.66,16.53
Veneto,2086,845.79,16.35
Veneto,2087,873.17,16.68
Veneto,2088,872.94,16.54
Veneto,2089,893.85,16.28
Veneto,2090,819.21,16.77
Veneto,2091,821.99,16.83
Veneto,2092,926.26,16.45
Veneto,2093,773.76,16.49
Veneto,2094,852.65,17.14
Veneto,2095,718.14,16.68
Veneto,2096,945.08,16.49
Veneto,2097,875.77,16.83
Veneto,2098,857.49,16.76
Veneto,2099,819.0,17.05
Veneto,2100,915.29,16.71
