Province,Year,Projected Precip,Projected Temp
Aquitaine,2044,908.38,14.27
Aquitaine,2045,957.59,14.31
Aquitaine,2046,898.9,14.31
Aquitaine,2047,917.95,14.6
Aquitaine,2048,933.07,14.62
Aquitaine,2049,940.27,14.2
Aquitaine,2050,901.47,14.49
Aquitaine,2051,957.11,14.59
Aquitaine,2052,973.13,14.61
Aquitaine,2053,921.16,14.97
Aquitaine,2054,1018.59,14.65
Aquitaine,2055,984.77,14.89
Aquitaine,2056,938.2,14.69
Aquitaine,2057,968.56,14.92
Aquitaine,2058,845.32,14.98
Aquitaine,2059,895.06,14.85
Aquitaine,2060,927.16,15.06
Aquitaine,2061,951.38,14.88
Aquitaine,2062,928.89,14.82
Aquitaine,2063,945.51,14.53
Aquitaine,2064,919.44,15.08
Aquitaine,2065,954.9,14.99
Aquitaine,2066,928.72,15.16
Aquitaine,2067,975.76,14.87
Aquitaine,2068,895.1,15.34
Aquitaine,2069,893.43,15.4
Aquitaine,2070,968.63,15.11
Aquitaine,2071,916.56,15.15
Aquitaine,2072,881.14,14.65
Aquitaine,2073,970.13,15.0
Aquitaine,2074,924.67,15.19
Aquitaine,2075,929.03,15.34
Aquitaine,2076,944.76,15.59
Aquitaine,2077,872.36,15.47
Aquitaine,2078,842.28,15.74
Aquitaine,2079,880.19,15.52
Aquitaine,2080,881.57,15.53
Aquitaine,2081,810.18,15.69
Aquitaine,2082,848.44,15.54
Aquitaine,2083,883.01,15.45
Aquitaine,2084,913.51,15.67
Aquitaine,2085,934.36,15.74
Aquitaine,2086,903.25,15.73
Aquitaine,2087,846.89,16.27
Aquitaine,2088,888.41,16.15
Aquitaine,2089,954.75,16.31
Aquitaine,2090,858.76,16.11
Aquitaine,2091,814.43,16.3
Aquitaine,2092,918.55,16.04
Aquitaine,2093,895.55,15.84
Aquitaine,2094,911.8,16.16
Aquitaine,2095,826.03,16.09
Aquitaine,2096,917.75,15.77
Aquitaine,2097,896.08,16.07
Aquitaine,2098,936.4,15.93
Aquitaine,2099,880.89,16.27
Aquitaine,2100,837.32,15.9
Bourgogne,2006,1136.25,11.35
Bourgogne,2007,1120.62,11.48
Bourgogne,2008,1129.09,11.54
Bourgogne,2009,1190.12,11.73
Bourgogne,2010,1234.25,11.25
Bourgogne,2011,1217.65,11.65
Bourgogne,2012,1206.1,11.25
Bourgogne,2013,1270.41,11.23
Bourgogne,2014,1219.58,11.51
Bourgogne,2015,1130.47,11.67
Bourgogne,2016,1205.64,11.84
Bourgogne,2017,1220.15,11.53
Bourgogne,2018,1144.47,11.69
Bourgogne,2019,1267.72,11.69
Bourgogne,2020,1254.75,11.4
Bourgogne,2021,1242.25,11.57
Bourgogne,2022,1195.99,11.98
Bourgogne,2023,1100.2,11.72
Bourgogne,2024,1229.15,11.42
Bourgogne,2025,1214.84,11.57
Bourgogne,2026,1253.57,11.88
Bourgogne,2027,1187.5,11.57
Bourgogne,2028,1133.47,11.68
Bourgogne,2029,1122.43,11.75
Bourgogne,2030,1262.13,11.74
Bourgogne,2031,1162.91,11.94
Bourgogne,2032,1081.13,11.65
Bourgogne,2033,1184.51,12.0
Bourgogne,2034,1252.5,11.89
Bourgogne,2035,1069.6,11.93
Bourgogne,2036,1272.91,11.9
Bourgogne,2037,1139.45,12.06
Bourgogne,2038,1137.31,11.81
Bourgogne,2039,1289.93,12.29
Bourgogne,2040,1122.99,12.11
Bourgogne,2041,1211.28,12.18
Bourgogne,2042,1195.56,12.07
Bourgogne,2043,1169.67,12.42
Bourgogne,2044,1196.72,12.1
Bourgogne,2045,1157.27,12.23
Bourgogne,2046,1172.39,12.19
Bourgogne,2047,1132.49,12.73
Bourgogne,2048,1180.56,12.55
Bourgogne,2049,1216.27,12.12
Bourgogne,2050,1078.42,12.47
Bourgogne,2051,1248.73,12.44
Bourgogne,2052,1224.49,12.4
Bourgogne,2053,1132.43,12.75
Bourgogne,2054,1230.33,12.57
Bourgogne,2055,1247.85,12.69
Bourgogne,2056,1206.97,12.81
Bourgogne,2057,1269.35,12.8
Bourgogne,2058,1104.62,12.97
Bourgogne,2059,1209.73,12.77
Bourgogne,2060,1145.94,12.99
Bourgogne,2061,1201.3,12.78
Bourgogne,2062,1177.48,12.76
Bourgogne,2063,1185.09,12.39
Bourgogne,2064,1126.79,12.79
Bourgogne,2065,1153.91,12.79
Bourgogne,2066,1153.71,13.1
Bourgogne,2067,1252.14,13.03
Bourgogne,2068,1148.1,13.27
Bourgogne,2069,1149.29,13.43
Bourgogne,2070,1226.09,13.04
Bourgogne,2071,1210.51,13.05
Bourgogne,2072,1168.0,12.53
Bourgogne,2073,1137.12,12.89
Bourgogne,2074,1189.06,13.03
Bourgogne,2075,1171.21,13.38
Bourgogne,2076,1184.02,13.37
Bourgogne,2077,1114.5,13.37
Bourgogne,2078,1061.45,13.44
Bourgogne,2079,1118.29,13.59
Bourgogne,2080,1088.28,13.53
Bourgogne,2081,1059.99,13.58
Bourgogne,2082,1088.28,13.41
Bourgogne,2083,1222.93,13.43
Bourgogne,2084,1110.2,13.66
Bourgogne,2085,1200.88,13.6
Bourgogne,2086,1147.0,13.63
Bourgogne,2087,1072.41,14.3
Bourgogne,2088,1112.07,13.88
Bourgogne,2089,1174.78,14.42
Bourgogne,2090,1066.2,14.07
Bourgogne,2091,1086.91,14.17
Bourgogne,2092,1181.15,13.82
Bourgogne,2093,1141.13,13.71
Bourgogne,2094,1222.36,13.97
Bourgogne,2095,1167.07,13.74
Bourgogne,2096,1184.14,14.01
Bourgogne,2097,1212.4,14.1
Bourgogne,2098,1245.58,13.91
Bourgogne,2099,1115.67,14.05
Bourgogne,2100,1099.25,13.86
Champagne-Ardenne,2006,1038.95,11.68
Champagne-Ardenne,2007,1067.56,11.62
Champagne-Ardenne,2008,1064.16,11.7
Champagne-Ardenne,2009,1087.75,11.95
Champagne-Ardenne,2010,1108.81,11.49
Champagne-Ardenne,2011,1116.87,11.83
Champagne-Ardenne,2012,1083.88,11.42
Champagne-Ardenne,2013,1143.45,11.34
Champagne-Ardenne,2014,1103.01,11.78
Champagne-Ardenne,2015,1077.98,11.86
Champagne-Ardenne,2016,1130.16,12.03
Champagne-Ardenne,2017,1159.09,11.85
Champagne-Ardenne,2018,1079.63,11.86
Champagne-Ardenne,2019,1164.93,11.81
Champagne-Ardenne,2020,1172.74,11.7
Champagne-Ardenne,2021,1137.15,11.9
Champagne-Ardenne,2022,1076.74,12.02
Champagne-Ardenne,2023,1066.34,11.97
Champagne-Ardenne,2024,1137.75,11.7
Champagne-Ardenne,2025,1115.62,11.72
Champagne-Ardenne,2026,1179.12,12.0
Champagne-Ardenne,2027,1098.2,11.78
Champagne-Ardenne,2028,1074.45,11.89
Champagne-Ardenne,2029,1044.27,11.99
Champagne-Ardenne,2030,1153.67,11.95
Champagne-Ardenne,2031,1094.49,12.19
Champagne-Ardenne,2032,1069.33,11.89
Champagne-Ardenne,2033,1084.87,12.17
Champagne-Ardenne,2034,1173.64,12.04
Champagne-Ardenne,2035,1057.98,12.06
Champagne-Ardenne,2036,1154.92,12.11
Champagne-Ardenne,2037,1112.82,12.14
Champagne-Ardenne,2038,1090.87,11.9
Champagne-Ardenne,2039,1187.98,12.47
Champagne-Ardenne,2040,1050.75,12.27
Champagne-Ardenne,2041,1104.38,12.41
Champagne-Ardenne,2042,1094.43,12.32
Champagne-Ardenne,2043,1083.4,12.6
Champagne-Ardenne,2044,1138.28,12.29
Champagne-Ardenne,2045,1076.03,12.45
Champagne-Ardenne,2046,1111.19,12.27
Champagne-Ardenne,2047,1064.23,12.81
Champagne-Ardenne,2048,1111.5,12.73
Champagne-Ardenne,2049,1146.8,12.32
Champagne-Ardenne,2050,1064.93,12.61
Champagne-Ardenne,2051,1184.54,12.63
Champagne-Ardenne,2052,1114.41,12.56
Champagne-Ardenne,2053,1079.73,12.98
Champagne-Ardenne,2054,1168.32,12.71
Champagne-Ardenne,2055,1130.06,12.88
Champagne-Ardenne,2056,1127.39,12.96
Champagne-Ardenne,2057,1187.23,12.95
Champagne-Ardenne,2058,1052.9,13.09
Champagne-Ardenne,2059,1121.0,12.91
Champagne-Ardenne,2060,1080.97,13.18
Champagne-Ardenne,2061,1137.99,12.85
Champagne-Ardenne,2062,1118.58,12.88
Champagne-Ardenne,2063,1174.85,12.55
Champagne-Ardenne,2064,1022.66,12.92
Champagne-Ardenne,2065,1171.24,12.95
Champagne-Ardenne,2066,1086.99,13.21
Champagne-Ardenne,2067,1137.53,13.32
Champagne-Ardenne,2068,1054.88,13.47
Champagne-Ardenne,2069,1136.02,13.54
Champagne-Ardenne,2070,1107.23,13.13
Champagne-Ardenne,2071,1157.07,13.15
Champagne-Ardenne,2072,1099.15,12.54
Champagne-Ardenne,2073,1081.23,12.96
Champagne-Ardenne,2074,1108.5,13.01
Champagne-Ardenne,2075,1086.77,13.32
Champagne-Ardenne,2076,1120.65,13.39
Champagne-Ardenne,2077,1047.84,13.54
Champagne-Ardenne,2078,1079.16,13.65
Champagne-Ardenne,2079,1108.14,13.75
Champagne-Ardenne,2080,1032.97,13.59
Champagne-Ardenne,2081,1037.29,13.71
Champagne-Ardenne,2082,1059.64,13.5
Champagne-Ardenne,2083,1122.52,13.63
Champagne-Ardenne,2084,1071.82,13.92
Champagne-Ardenne,2085,1136.66,13.72
Champagne-Ardenne,2086,1070.69,13.79
Champagne-Ardenne,2087,1059.49,14.31
Champagne-Ardenne,2088,1031.35,14.01
Champagne-Ardenne,2089,1100.79,14.52
Champagne-Ardenne,2090,965.09,14.06
Champagne-Ardenne,2091,1059.41,14.26
Champagne-Ardenne,2092,1076.89,13.91
Champagne-Ardenne,2093,1090.21,13.87
Champagne-Ardenne,2094,1156.81,14.05
Champagne-Ardenne,2095,1128.99,13.9
Champagne-Ardenne,2096,1112.84,14.1
Champagne-Ardenne,2097,1162.67,14.27
Champagne-Ardenne,2098,1156.24,14.1
Champagne-Ardenne,2099,1064.27,14.11
Champagne-Ardenne,2100,1029.98,13.96
