Province,Year,Historical Precip,Historical Temp
Oregon,1961,706.23,8.79
Oregon,1962,630.27,8.14
Oregon,1963,651.87,8.5
Oregon,1964,789.35,7.54
Oregon,1965,570.02,8.46
Oregon,1966,611.14,8.74
Oregon,1967,548.87,8.97
Oregon,1968,720.08,8.57
Oregon,1969,653.81,8.19
Oregon,1970,748.28,8.36
Oregon,1971,758.97,7.88
Oregon,1972,666.93,8.1
Oregon,1973,692.31,8.7
Oregon,1974,648.5,8.55
Oregon,1975,722.02,7.83
Oregon,1976,472.41,8.14
Oregon,1977,650.68,8.41
Oregon,1978,588.41,8.24
Oregon,1979,666.06,8.42
Oregon,1980,685.3,8.4
Oregon,1981,790.0,8.85
Oregon,1982,762.73,7.6
Oregon,1983,933.94,8.38
Oregon,1984,748.79,7.64
Oregon,1985,459.69,7.04
Oregon,1986,665.79,8.99
Oregon,1987,558.55,9.13
Oregon,1988,580.94,8.82
Oregon,1989,533.62,8.05
Oregon,1990,590.21,8.61
Oregon,1991,601.44,8.66
Oregon,1992,556.79,9.67
Oregon,1993,639.01,7.58
Oregon,1994,570.47,9.07
Oregon,1995,848.63,9.27
Oregon,1996,994.57,8.83
Oregon,1997,663.67,8.7
Oregon,1998,849.26,8.98
Oregon,1999,636.33,8.55
Oregon,2000,601.62,8.44
Oregon,2001,548.35,8.64
Oregon,2002,535.9,8.59
Oregon,2003,656.21,9.43
Oregon,2004,596.22,9.28
Oregon,2005,663.57,8.7
Oregon,2006,744.94,8.95
Oregon,2007,568.56,8.65
Oregon,2008,541.78,8.25
Oregon,2009,547.32,8.45
Oregon,2010,777.56,8.76
Oregon,2011,637.87,8.04
Oregon,2012,808.24,9.04
Oregon,2013,440.1,8.68
Oregon,2014,715.24,9.88
Oregon,2015,637.12,10.34
Oregon,2016,749.92,9.87
Oregon,2017,766.37,9.0
Oregon,2018,557.46,9.46
Oregon,2019,619.48,8.77
Oregon,2020,609.88,9.57
Washington,1901,962.33,7.79
Washington,1902,1159.06,7.44
Washington,1903,1013.58,7.31
Washington,1904,1031.75,8.2
Washington,1905,899.37,7.87
Washington,1906,1073.28,8.32
Washington,1907,936.05,7.52
Washington,1908,904.16,7.82
Washington,1909,1023.56,6.96
Washington,1910,1024.45,7.89
Washington,1911,798.64,7.16
Washington,1912,1057.17,7.61
Washington,1913,887.22,7.18
Washington,1914,927.92,8.23
Washington,1915,998.27,8.46
Washington,1916,1023.69,6.38
Washington,1917,946.7,7.69
Washington,1918,914.03,8.39
Washington,1919,958.44,7.34
Washington,1920,991.82,7.69
Washington,1921,1095.94,7.73
Washington,1922,782.69,7.01
Washington,1923,911.94,8.24
Washington,1924,843.6,7.99
Washington,1925,799.06,8.96
Washington,1926,865.64,9.05
Washington,1927,1034.81,7.63
Washington,1928,771.18,8.26
Washington,1929,605.58,7.22
Washington,1930,647.98,7.65
Washington,1931,982.66,8.34
Washington,1932,1062.06,7.76
Washington,1933,1145.36,7.73
Washington,1934,984.77,9.74
Washington,1935,745.86,7.75
Washington,1936,859.62,8.33
Washington,1937,1157.57,7.69
Washington,1938,793.34,8.64
Washington,1939,819.65,8.89
Washington,1940,986.57,9.21
Washington,1941,932.56,9.11
Washington,1942,902.89,8.27
Washington,1943,766.45,7.75
Washington,1944,682.98,8.36
Washington,1945,1057.42,8.2
Washington,1946,983.99,7.99
Washington,1947,953.91,8.63
Washington,1948,1196.93,7.24
Washington,1949,864.6,7.59
Washington,1950,1207.54,7.27
Washington,1951,1023.4,7.76
Washington,1952,648.42,8.2
Washington,1953,1150.42,8.91
Washington,1954,999.34,7.68
Washington,1955,1103.81,6.72
Washington,1956,978.91,7.81
Washington,1957,899.45,7.95
Washington,1958,1052.1,9.8
Washington,1959,1058.54,7.91
Washington,1960,958.18,7.98
Washington,1961,1092.17,8.72
Washington,1962,917.99,8.19
Washington,1963,904.53,8.51
Washington,1964,1023.11,7.46
Washington,1965,849.59,8.48
Washington,1966,953.34,8.62
Washington,1967,936.48,9.11
Washington,1968,1132.75,8.28
Washington,1969,863.04,7.79
Washington,1970,962.54,8.0
Washington,1971,1113.22,7.79
Washington,1972,1105.94,7.71
Washington,1973,941.39,8.37
Washington,1974,1034.65,8.46
Washington,1975,1156.65,7.67
Washington,1976,755.68,8.01
Washington,1977,925.34,8.14
Washington,1978,842.81,7.97
Washington,1979,874.63,8.24
Washington,1980,1049.65,8.11
Washington,1981,1025.34,8.63
Washington,1982,1092.62,7.67
Washington,1983,1210.94,8.38
Washington,1984,1077.44,7.62
Washington,1985,686.16,6.94
Washington,1986,979.85,8.68
Washington,1987,797.23,9.13
Washington,1988,900.52,8.65
Washington,1989,854.23,8.21
Washington,1990,1153.71,8.6
Washington,1991,908.83,8.53
Washington,1992,862.26,9.43
Washington,1993,780.85,7.77
Washington,1994,939.41,9.23
Washington,1995,1160.47,9.06
Washington,1996,1271.22,7.91
Washington,1997,1157.24,8.68
Washington,1998,1129.42,9.35
Washington,1999,1088.83,8.5
Washington,2000,819.78,8.05
Washington,2001,907.44,8.29
Washington,2002,820.73,8.34
Washington,2003,977.11,9.14
Washington,2004,873.16,9.25
Washington,2005,913.03,8.66
Washington,2006,1150.7,8.92
Washington,2007,926.61,8.47
Washington,2008,840.39,7.99
Washington,2009,916.1,8.24
Washington,2010,1100.08,8.62
Washington,2011,971.85,7.78
Washington,2012,1140.68,8.61
Washington,2013,770.53,8.76
Washington,2014,1054.61,9.41
Washington,2015,989.96,10.07
Washington,2016,1103.25,9.64
Washington,2017,1174.94,8.55
Washington,2018,910.29,9.17
Washington,2019,810.17,8.31
Washington,2020,986.96,9.13
